SampleNumber,GPStime,Type,Period,Network,DistMean,DistSTD,DistMax,LogBCI,LogBSN,ProbMin,ProbMax,ProbMedian,ProbStd,Vol0Min,Vol0Max,Vol0Median,Vol0Std,Vol1Min,Vol1Max,Vol1Median,Vol1Std,Vol2Min,Vol2Max,Vol2Median,Vol2Std
b00070,1135250591,Blips,GW151012,111000,413.908,143.313,772.19,3.27,2.677,1.439042413593026e-08,4.208727393226895e-05,5.099901655023582e-08,3.782090571844506e-06,3.1240364249102206e-10,0.003,1.6320888434247465e-06,0.0002264120815313,6.544371536309005e-11,0.002,2.2396311583218364e-06,0.0001838640889472,1.2686051568426819e-10,0.0005753837667991,5.829203596067336e-06,0.0001081519792033
b00071,1135547294,Blips,GW151012,111000,503.362,172.756,935.253,2.289,3.011,4.390978769434096e-08,9.88498863519232e-05,1.1291498012313063e-06,1.0902672288434026e-05,1.857856148095266e-10,0.002,2.00680249992967e-06,0.0001884884565585,1.4560145071999531e-10,0.002,4.989405122805276e-06,0.000177134763313,1.0277890305934636e-10,0.000384616168094,9.69850819103892e-06,8.734644815593891e-05
b00072,1135744381,Blips,GW151012,111000,601.71,201.407,1105.228,3.62,5.285,1.1106905739592951e-09,3.351763131640205e-05,2.2009488777696705e-08,3.651823464364943e-06,4.880256984404848e-12,0.002,3.217978906053199e-07,0.0002468977727335,4.79077137145496e-11,0.002,5.416658773392675e-07,0.0002106092894951,2.2289145516096646e-10,0.0004186159576827,7.136767143032985e-06,9.192983993389508e-05
b00073,1135784108,Blips,GW151012,111000,810.23,260.685,1461.943,3.649,4.864,6.99399711166499e-10,4.0842669646945926e-05,1.5243826528926334e-08,4.277988172670218e-06,7.525321979668466e-12,0.004,2.504765981648558e-07,0.0003358710102718,6.105010866456144e-13,0.003,3.9390909084343273e-07,0.0002647064646247,1.0778332900547276e-10,0.000361824269424,8.931903922217906e-06,8.809363128560743e-05
b00074,1135789815,Blips,GW151012,111000,723.345,254.992,1360.825,3.397,2.932,6.3195927712089834e-09,6.026170472912271e-05,4.167154528190811e-08,4.512804694416461e-06,1.51253112790992e-10,0.003,1.9927561087484915e-06,0.0002237550185472,4.769319254504376e-10,0.0005525995912237,3.841854245847129e-06,0.0001097992506354,1.0170978905898531e-10,0.003,1.760027028368241e-06,0.000236191099533
b00075,1135802893,Blips,GW151012,111000,229.485,76.5,420.735,3.748,3.621,2.595199327740248e-09,5.604532763020257e-05,1.3961411200097158e-08,4.507063844229792e-06,2.2432024877780148e-11,0.002,4.578099424993214e-07,0.0002300138108549,7.154424596488983e-12,0.002,7.567972353770836e-07,0.0001795789768822,3.17620328631647e-11,0.0005368221895945,4.5541149564535774e-06,0.0001046017183605
b00076,1135838923,Blips,GW151012,111000,1692.489,658.498,3338.734,2.036,3.262,6.9007884938441314e-09,3.4876886962207114e-05,1.160450789850836e-07,3.4057279683422247e-06,2.154810125098417e-09,0.001,6.3995370071872514e-06,0.0001581542787403,1.7487062564135504e-09,0.001,4.230213891402282e-06,0.0001570490644444,1.7452833615788703e-10,0.002,3.63811870870249e-06,0.0002123508989499
b00077,1135840825,Blips,GW151012,111000,340.334,114.698,627.079,3.714,4.66,6.761540018878401e-10,4.4851981731611696e-05,1.569189601252303e-08,4.1548816756243145e-06,6.590481734829844e-11,0.002,2.827611952180061e-07,0.0002492140791062,1.1611232053167311e-10,0.003,4.296122727404895e-07,0.0002439375092512,1.6862322532473627e-10,0.0004335880842971,6.4673734377253645e-06,9.361752678882646e-05
b00078,1135872734,Blips,GW151012,111000,372.068,124.167,682.486,3.201,4.371,2.7802403850498404e-09,0.0001154345403604,2.383010647983688e-07,1.4344459556433976e-05,1.7994208690541053e-12,0.002,4.825079431675022e-07,0.0002208844043648,1.3892398294751818e-10,0.002,1.3935499244840185e-06,0.0001790705175964,7.96724391174086e-11,0.0004301231305654,6.292858597209935e-06,9.337726850806604e-05
b00079,1135923511,Blips,GW151012,111000,542.531,169.531,966.358,3.236,2.832,1.2571502169794104e-08,4.116238322526925e-05,4.6861638692068564e-08,4.381218332426354e-06,4.259246585821428e-11,0.005,9.34463550964548e-07,0.0003539076450684,3.1272674757014015e-12,0.003,1.6502746735684356e-06,0.0002790935608571,1.0502996081445828e-10,0.0003247576745997,1.0875275146551112e-05,8.434843183799477e-05
b00080,1135926731,Blips,GW151012,111000,3159.258,1485.855,6873.894,1.353,6.693,2.5405432515435035e-10,3.7634521744371705e-05,6.209047685258873e-08,3.695190884287706e-06,1.0535875311652294e-10,0.004,5.882064517616874e-07,0.0002700266147639,3.158529452334862e-09,0.006,9.568927781753646e-06,0.0002881716417766,1.1695220440801245e-10,0.002,1.848218098366637e-06,0.0002059875373689
b00081,1135930984,Blips,GW151012,111000,738.708,251.275,1366.896,3.041,3.734,5.347778019138068e-09,4.481288089910635e-05,7.740422797236346e-08,4.688156757444271e-06,4.309954516685305e-13,0.001,1.1442564366019977e-06,0.0002079581001099,5.315370662729341e-10,0.0004387043722418,6.210202121529276e-06,9.559582142912304e-05,1.0202748004777754e-10,0.003,2.239154379400289e-06,0.0002294342756145
b00082,1135954574,Blips,GW151012,111000,1068.162,365.934,1982.997,3.738,9.049,2.794761438484013e-11,7.769479203399494e-05,2.4044690953467867e-09,5.146572386553033e-06,1.0093867347416711e-10,0.005,4.469626708573943e-07,0.0003308454547291,2.365459931857907e-10,0.004,6.532742544040412e-08,0.0003182183448859,6.500943910711238e-10,0.000682890020448,1.2902313005357252e-06,0.0001312385770518
b00083,1136120581,Blips,GW151012,111000,3133.67,958.085,5528.882,-0.295,1.433,5.246195815441709e-07,0.0001081440847694,1.984144884204629e-05,2.0187033325283425e-05,1.5799967573209323e-10,0.0008120452646473,5.0724500018157015e-06,0.0001152065884835,1.0767392872749785e-11,0.0005769027360354,1.3409682516501188e-05,9.87112362312818e-05,8.326012293082844e-11,0.00043096435287,1.6713484498305517e-05,8.493389762230652e-05
b00084,1136647833,Blips,GW151012,111000,174.497,67.76,343.898,3.208,5.664,7.53708837287083e-10,4.143167928804388e-05,1.1569289717840169e-08,4.554329317908056e-06,1.6761872122862372e-09,0.002,5.318416885935803e-07,0.0001692185088823,2.8902618492895264e-09,0.004,6.678900010840808e-07,0.000211231181526,1.399046680886004e-09,0.002,3.508285693498248e-07,0.0001905629685555
b00085,1164789240,Blips,GW170104,111000,328.926,101.248,582.045,3.423,5.065,1.5666959186543267e-09,3.353741882903088e-05,1.887423125954056e-08,3.857773629849142e-06,7.335908128602804e-12,0.004,2.4504164315570293e-07,0.0003042360184334,1.7561025227895089e-12,0.002,4.998923390385335e-07,0.0002393969387184,5.407652571190731e-11,0.0003332266056897,9.936226186925265e-06,8.552797938685017e-05
b00086,1165161260,Blips,GW170104,111000,165.491,60.253,316.125,3.265,8.718,1.3814023991243338e-10,5.973500690348777e-05,5.437795500607544e-07,1.0052285065741364e-05,1.650563548831975e-12,0.002,2.1091838374876177e-07,0.0002273066275092,2.0931999321844302e-10,0.001,1.1044560449124395e-06,0.0001649186865557,5.902766896504324e-12,0.0003415365405411,6.948132593801585e-06,8.8691712676366e-05
b00087,1165163584,Blips,GW170104,111000,318.636,158.353,714.519,-0.565,0.712,2.3709433807599464e-08,7.241204393070739e-05,4.321059289716737e-07,3.350133898105888e-06,1.5630250485327113e-11,0.006,4.060884728139633e-06,0.0002564917588204,4.892673103697534e-12,0.008,8.870014245712957e-06,0.0002744162324145,7.854446132266634e-12,0.008,1.1287547844123476e-05,0.0002966057138807
b00088,1165396317,Blips,GW170104,111000,534.616,164.973,947.047,1.601,2.459,1.782890727981259e-08,3.55328421135435e-05,7.327513558651367e-08,3.7623105781518167e-06,2.5322572346880223e-13,0.002,1.4608887845699403e-06,0.0002205591576748,9.30331765344391e-13,0.002,2.946981663593276e-06,0.0001867906290665,7.586942240748173e-12,0.0009377891014995,1.0819396486633827e-05,8.499576250922667e-05
b00089,1165403847,Blips,GW170104,111000,1289.12,455.745,2428.484,3.181,8.764,1.5324035382058103e-10,8.15197629643984e-05,3.504077651865096e-08,1.0626383869699404e-05,1.1347391261588215e-11,0.001,1.9293764320023346e-07,0.0001727637461051,3.299073472303145e-10,0.000572696079394,1.5633478153849653e-06,0.0001124953893277,4.064949290590446e-13,0.001,2.47392002060384e-07,0.0001467230605508
b00090,1165473185,Blips,GW170104,111000,260.781,92.569,492.204,2.926,4.393,2.685085499724113e-09,3.4709696536891386e-05,9.986478221327556e-09,4.363619383075531e-06,7.248836361635445e-11,0.003,5.165151239806053e-07,0.0002104460786894,5.574700964606688e-11,0.0006446304715428,4.690742092323451e-06,0.0001009253512515,4.579467395092944e-11,0.002,5.092842338231643e-07,0.0001906674845981
b00091,1165704549,Blips,GW170104,111000,1467.23,428.079,2537.428,3.744,5.705,2.1128626957211747e-09,0.0001056664516294,2.5743928492267457e-08,1.4300007085734525e-05,5.671200857890394e-13,0.003,1.0010000386170513e-07,0.0002730362752846,3.026317211713124e-14,0.002,1.6156629075143585e-07,0.0002220263812433,2.3859707906432048e-11,0.0003327540347664,1.106537614540004e-05,8.645610247694913e-05
b00092,1165777769,Blips,GW170104,111000,176.577,60.378,327.522,2.694,12.779,6.738324384618277e-13,6.712896103246893e-05,8.80159366013802e-10,6.308779690469332e-06,2.4583313641667702e-11,0.004,1.647779310669142e-07,0.0003145368317923,1.788371038252665e-12,0.003,1.761003226897434e-08,0.0003035615039799,2.8232870397255678e-11,0.002,1.2207511705151566e-07,0.0001720906251427
b00093,1165945548,Blips,GW170104,111000,324.659,98.946,572.024,4.025,5.188,1.241752191689676e-09,3.668515278991988e-05,2.6486792265213924e-08,4.098124807953466e-06,1.3658844867241478e-11,0.004,2.433448676001008e-07,0.0003224890049456,2.870576246010244e-12,0.003,5.375505826863629e-07,0.0002533687001011,2.8763435081829435e-11,0.0003451162831967,9.56328697036259e-06,8.833362928693308e-05
b00094,1165979951,Blips,GW170104,111000,1603.955,480.521,2805.257,0.57,0.782,1.1315357887403429e-07,8.807676073042615e-05,9.331086397031504e-07,1.19488275142991e-05,3.584355422740803e-11,0.002,3.951831637584283e-06,0.0001888025082928,2.843684657030747e-13,0.001,6.753056421582591e-06,0.0001515128918938,6.072067650394438e-12,0.000815790157164,1.837490257789413e-05,7.469609802678523e-05
b00095,1165992826,Blips,GW170104,111000,2173.678,929.819,4498.225,2.324,1.899,2.980735409025407e-08,2.8028027156037208e-05,3.022180400113897e-07,3.377075126352004e-06,1.5052732839722535e-09,0.005,7.862025024453545e-06,0.0002401915080348,1.4090180264672287e-09,0.0008786599381442,7.4430320593613824e-06,0.0001285325056359,5.981722742336439e-11,0.003,6.908392232537663e-06,0.0002125363968704
b00096,1166414220,Blips,GW170104,111000,279.278,94.676,515.969,3.55,4.912,1.6961486050617371e-09,4.246475621470546e-05,1.2971482193458704e-08,4.759166049490109e-06,5.580515910126301e-13,0.002,4.310376685813848e-07,0.0002013821600968,4.602813928958219e-10,0.0005121806705286,2.612073683435736e-06,0.0001069174250536,6.312677361967923e-11,0.002,6.195901360229288e-07,0.0002082229041824
b00097,1166429897,Blips,GW170104,111000,396.327,121.644,700.436,3.895,5.787,7.25056756475845e-10,3.4243412590598816e-05,1.0684645891088889e-07,3.8335145494275695e-06,1.7528554624927022e-11,0.003,1.544498221082954e-07,0.0002877871525151,2.661246695540883e-12,0.002,4.723761198673765e-07,0.0002323647419959,2.7976880763890334e-11,0.0003695460100869,9.366349278873908e-06,8.869880678400939e-05
b00098,1168050653,Blips,GW170104,111000,538.271,191.232,1016.351,3.215,6.052,5.05200494507063e-10,6.963831117852507e-05,4.987621424443127e-09,6.4503499036715575e-06,1.8504715147243608e-11,0.005,1.26473379947168e-07,0.0003167119841148,4.809412860125424e-11,0.004,1.168407950493884e-07,0.0002665019620539,1.0948848045214802e-09,0.0005030090334779,4.089635742042779e-06,0.0001096255919072
b00099,1168132697,Blips,GW170104,111000,1265.436,426.246,2331.05,4.06,6.779,1.9236522057625515e-10,5.725702380007666e-05,5.860144416700994e-09,5.460665320024545e-06,1.1612165493340148e-12,0.003,9.815621367363649e-08,0.0002577512838103,1.5107601231986604e-11,0.003,1.506416809959156e-07,0.0002643283661029,2.3298764039447336e-10,0.0005292790510357,4.649454478866928e-06,0.0001046704750198
b00100,1168132930,Blips,GW170104,111000,2435.988,917.739,4730.335,1.641,2.554,1.768926346125397e-08,3.730572298921672e-05,9.128963453827313e-08,4.17679987558103e-06,1.0920579743205803e-09,0.001,5.892235944158416e-06,0.0001409778303325,5.584760380276034e-10,0.002,3.3051700687480965e-06,0.0001947910179212,2.6469599790362716e-10,0.002,4.786747269557806e-06,0.0001745638260773
b00101,1168139950,Blips,GW170104,111000,240.488,81.956,445.379,0.933,0.858,1.4841244708750706e-08,2.882385123197933e-05,2.4719727954480483e-07,3.529967640632248e-06,8.381337230669682e-11,0.003,7.1153083637921565e-06,0.00018844546615756538,4.672233158678942e-11,0.0007818402538784136,9.219014454203979e-06,0.0001063530321492195,2.0501590897929238e-11,0.000907471409330894,9.366856704833788e-06,0.00013046258688525182
b00102,1168253522,Blips,GW170104,111000,1323.941,233.242,1907.045,2.179,-3.13,6.173385722353233e-06,7.113147212529031e-05,1.629907819722976e-05,1.1758622254062675e-05,9.278399863902697e-14,0.00034154509394626186,3.070615851286734e-05,6.651954117278324e-05,5.590169134421524e-14,0.0002844373008131214,3.231825020236151e-05,6.610448019136116e-05,1.1775399578032931e-13,0.0002552642657344232,3.4374879036964156e-05,6.209006385627542e-05
b00103,1168270062,Blips,GW170104,111000,2847.752,892.472,5078.932,2.708,2.994,4.050282271086624e-09,3.66196365854094e-05,8.426318148096987e-08,4.098531031670111e-06,5.778919926746874e-12,0.003,1.1521372298394573e-06,0.0002731325083460357,2.1612178969757972e-13,0.002,2.194458010525832e-06,0.00022631099993362567,8.364881688273921e-11,0.0003130112583466692,1.1647594041090309e-05,8.239850329437637e-05
b00104,1168270761,Blips,GW170104,111000,48.716,13.177,81.659,-0.487,1139.345,0.0,0.0001222770532346,8.020516975041593e-91,1.635575360416723e-06,0.0,0.066,5.756439411872294e-141,0.001,0.0,0.019,2.409771544059565e-112,0.0006732077507165891,0.0,0.007,6.658364925708862e-72,0.00044412725553099887
b00105,1168305085,Blips,GW170104,111000,1395.084,437.95,2489.959,3.454,4.364,2.699536771675492e-09,4.082027035382121e-05,3.891665318340471e-08,4.377549125140339e-06,1.7618314334273207e-11,0.002,4.1742026724741986e-07,0.0002608587239882489,3.121781234965648e-12,0.003,9.107869725597945e-07,0.0002442462127596712,6.205377173638461e-11,0.0003744456352927438,8.460637580527291e-06,8.83929107670913e-05
b00106,1168315483,Blips,GW170104,111000,343.426,108.192,613.905,3.82,4.137,2.132875706676096e-09,9.768296733953605e-05,2.8485487088997497e-08,6.365182062303496e-06,4.852664952112586e-11,0.003,4.883397794137889e-07,0.0002935189047499138,1.2211379222176842e-11,0.005,7.897644689202527e-07,0.00032297798608251236,2.0943119944849978e-10,0.00042338339603743684,7.898525854290728e-06,9.25179401319234e-05
b00107,1168321925,Blips,GW170104,111000,197.563,73.271,380.74,2.795,3.475,5.754442857416127e-09,3.322394413486371e-05,1.7250870976121812e-08,4.3259483525746284e-06,2.293486454587261e-09,0.002,2.291472220046442e-06,0.00017475447206755204,1.164010953282217e-10,0.003,9.770999035737493e-07,0.00022974482181038248,1.8627456279842884e-09,0.001,1.0387398842891048e-06,0.00016204224552356116
b00108,1168344684,Blips,GW170104,111000,579.95,213.627,1114.018,2.546,3.354,8.195317622490168e-09,3.1923375604606146e-05,2.08935630154862e-07,3.889727979752287e-06,2.506395212693055e-11,0.002,2.5937709567631828e-06,0.0001852478563110625,1.1543851818550032e-09,0.00047740515716440196,6.8483810428541734e-06,9.864805673854439e-05,5.311605359591377e-10,0.002,5.345081041062549e-06,0.000205716997430368
b00109,1168387136,Blips,GW170104,111000,304.57,103.897,564.313,3.464,4.51,1.3757329956819107e-09,5.354740397601095e-05,7.1419130785997605e-09,4.908096413230561e-06,1.1307696871731598e-11,0.005,2.0793610236917925e-07,0.00032472457636911376,4.716258709435797e-12,0.004,2.949323998454073e-07,0.00027553404851183265,1.6204751461730478e-10,0.0003480581234256868,7.887042915524437e-06,8.713826253035266e-05
b00110,1168388140,Blips,GW170104,111000,423.163,148.831,795.241,3.643,5.812,7.005425846583674e-10,5.350295379564341e-05,2.2369096958540643e-08,5.754308430471567e-06,3.730456428946626e-13,0.003,3.5710328494076343e-07,0.00025975628690321243,2.8647153533812027e-10,0.003,5.149920869309896e-07,0.00023191936715338102,3.434711939454004e-10,0.0005955799713911943,3.973127547391083e-06,0.00011412323907236137
b00111,1168495960,Blips,GW170104,111000,3616.523,669.338,5289.868,2.051,-2.899,5.506184919956381e-06,5.700181351264323e-05,1.753719329417061e-05,9.878929804976358e-06,4.956768877713512e-14,0.00032376924186974993,3.076389057218875e-05,6.516136482552608e-05,6.238819096633781e-14,0.00025735428547798457,3.170585731770551e-05,6.38480162175147e-05,1.176894658367863e-13,0.0002395415805773371,3.555226892336718e-05,6.147181739330125e-05
b00112,1168504927,Blips,GW170104,111000,469.739,165.485,883.453,3.042,6.619,2.3049971966648822e-10,6.538617294270173e-05,2.730751523559117e-09,6.0262709196491486e-06,2.5925896949452238e-11,0.004,9.114767619984165e-08,0.00030365095534477484,2.5548903057989592e-11,0.004,7.09460967549061e-08,0.0002878442448333832,5.021792613315877e-10,0.000605848332352226,3.0509456964582317e-06,0.00011919501733220175
b00113,1168811956,Blips,GW170104,111000,417.101,185.269,880.275,1.609,1.583,1.7691504495340713e-08,4.726831161187558e-05,1.1380348893504946e-07,4.688898889428612e-06,1.1131180806854963e-08,0.004,7.188413178770875e-06,0.00026193439997867016,1.5965242055730385e-09,0.003,5.767720888900971e-06,0.00025266947700402733,7.146784547541783e-09,0.002,6.584903785894244e-06,0.00020646707920084136
b00114,1168827368,Blips,GW170104,111000,1649.007,586.203,3114.514,2.886,8.066,7.030672688082486e-11,5.472181903504495e-05,8.403977346867287e-09,5.2792290659389336e-06,1.6600862840763137e-11,0.003,8.2633899521047e-08,0.0002863523116630223,1.2734745638401135e-10,0.004,1.3395267037544844e-07,0.000288384083876446,4.890771548147103e-10,0.0005473978006840396,4.374513245747068e-06,0.00011040753663398192
b00115,1168871834,Blips,GW170104,111000,388.939,69.338,562.283,2.129,-3.049,6.399972719098277e-06,6.605774885768816e-05,1.685164569739779e-05,1.1133315472645316e-05,1.0335112928161722e-13,0.0003171322574918615,3.090067737145945e-05,6.576688601319457e-05,6.711871363416863e-14,0.00027549030606923385,3.21902882439701e-05,6.550608775245203e-05,1.8590197489880275e-13,0.00024634832431492796,3.47907018859883e-05,6.161201386368057e-05
b00116,1168874020,Blips,GW170104,111000,973.872,331.641,1802.975,3.224,4.149,3.426690767052477e-09,3.731517664574817e-05,3.3751570166860215e-08,4.209733471188287e-06,3.2825684366260474e-10,0.002,5.500467961718249e-07,0.0002576269077548664,4.298675543583342e-11,0.003,1.0034994058680382e-06,0.00024402637040436435,1.7186843993792175e-10,0.00040069971068207126,7.901219328560894e-06,8.992284943485214e-05
b00117,1168876205,Blips,GW170104,111000,670.704,217.341,1214.057,3.776,3.97,4.066662029022923e-09,3.6911222351868986e-05,1.0926161947720473e-07,3.85939014906782e-06,7.242432787731154e-11,0.004,4.43230938128608e-07,0.00031424031895398706,1.4190296342424245e-11,0.003,1.0281784501091505e-06,0.0002395976902158187,1.0500113784363213e-10,0.0003546891119506085,1.0513234434802247e-05,8.799542812641346e-05
